transaction_id,user_id,store_id,date,product_name,category,brand,quantity,price_per_unit,health_label,sustainability_label,total_price
txn_74,user_784,store_1,2025-04-12,Tonight Chicken,Seafood,FreshFields,2,4.37,Unhealthy,Unsustainable,8.74
txn_75,user_832,store_12,2025-04-12,Court Chicken,Dairy,FreshFields,1,9.84,Healthy,Unsustainable,9.84
txn_76,user_28,store_18,2025-04-12,Economic Bread,Pantry,GreenLeaf,1,7.81,Unhealthy,Sustainable,7.81
txn_77,user_9,store_20,2025-04-12,Popular Chicken,Beverages,QuickBite,1,1.3,Healthy,Sustainable,1.3
txn_78,user_968,store_44,2025-04-12,Spend Chicken,Produce,GreenLeaf,1,7.21,Unhealthy,Unsustainable,7.21
txn_79,user_421,store_27,2025-04-12,Song Milk,Bakery,FreshFields,1,2.44,Unhealthy,Unsustainable,2.44
txn_80,user_193,store_18,2025-04-12,Range Cereal,Frozen,QuickBite,2,6.19,Unhealthy,Sustainable,12.38
txn_81,user_622,store_4,2025-04-12,Off Bread,Produce,FreshFields,4,2.82,Healthy,Sustainable,11.28
txn_82,user_933,store_45,2025-04-12,Fund Chicken,Produce,FreshFields,3,7.42,Unhealthy,Sustainable,22.259999999999998
txn_83,user_967,store_37,2025-04-12,Firm Juice,Seafood,TastyTreats,1,3.07,Unhealthy,Sustainable,3.07
txn_84,user_532,store_11,2025-04-12,Anything Yogurt,Pantry,QuickBite,3,3.83,Healthy,Unsustainable,11.49
txn_85,user_913,store_40,2025-04-12,Daughter Yogurt,Dairy,GreenLeaf,3,4.88,Healthy,Unsustainable,14.64
txn_86,user_963,store_8,2025-04-12,Purpose Cereal,Dairy,FreshFields,1,5.1,Unhealthy,Sustainable,5.1
txn_87,user_725,store_22,2025-04-12,Animal Yogurt,Snacks,BudgetMart,4,2.57,Healthy,Unsustainable,10.28
txn_88,user_796,store_35,2025-04-12,Kid Chicken,Seafood,GreenLeaf,3,3.7,Healthy,Sustainable,11.100000000000001
txn_89,user_671,store_4,2025-04-12,Wish Milk,Beverages,GreenLeaf,2,5.83,Unhealthy,Sustainable,11.66
txn_90,user_993,store_41,2025-04-12,Growth Cereal,Pantry,BudgetMart,4,8.03,Unhealthy,Sustainable,32.12
txn_91,user_448,store_39,2025-04-12,Life Apple,Dairy,FreshFields,4,1.44,Unhealthy,Unsustainable,5.76
txn_92,user_879,store_22,2025-04-12,Mr Chicken,Seafood,FreshFields,2,1.84,Healthy,Sustainable,3.68
txn_93,user_838,store_31,2025-04-12,Factor Bread,Meat,EcoFarm,3,8.22,Healthy,Sustainable,24.660000000000004
txn_94,user_184,store_33,2025-04-12,Everyone Yogurt,Beverages,QuickBite,1,7.63,Healthy,Unsustainable,7.63
txn_95,user_711,store_38,2025-04-12,Let Chicken,Produce,GreenLeaf,4,9.46,Unhealthy,Sustainable,37.84
txn_96,user_566,store_28,2025-04-12,Voice Apple,Produce,GreenLeaf,2,2.07,Healthy,Sustainable,4.14
txn_97,user_573,store_8,2025-04-12,Process Cereal,Bakery,EcoFarm,1,3.94,Healthy,Unsustainable,3.94
txn_98,user_156,store_10,2025-04-12,Until Apple,Meat,TastyTreats,1,2.13,Healthy,Unsustainable,2.13
txn_99,user_587,store_29,2025-04-12,Her Bread,Bakery,EcoFarm,3,5.3,Unhealthy,Unsustainable,15.899999999999999
txn_100,user_142,store_36,2025-04-12,Culture Milk,Pantry,EcoFarm,4,2.86,Healthy,Unsustainable,11.44
txn_101,user_186,store_12,2025-04-12,Probably Milk,Snacks,BudgetMart,2,1.04,Healthy,Unsustainable,2.08
txn_102,user_301,store_30,2025-04-12,Him Cereal,Beverages,EcoFarm,3,9.92,Healthy,Unsustainable,29.759999999999998
txn_103,user_142,store_34,2025-04-12,Condition Juice,Produce,QuickBite,1,3.89,Healthy,Unsustainable,3.89
txn_104,user_814,store_36,2025-04-12,Challenge Yogurt,Pantry,EcoFarm,2,6.34,Healthy,Sustainable,12.68
txn_105,user_239,store_11,2025-04-12,Evidence Yogurt,Dairy,BudgetMart,1,6.2,Healthy,Sustainable,6.2
txn_106,user_988,store_11,2025-04-12,Century Chicken,Meat,FreshFields,4,4.74,Healthy,Sustainable,18.96
txn_107,user_296,store_44,2025-04-12,North Juice,Frozen,BudgetMart,3,7.34,Healthy,Unsustainable,22.02
txn_108,user_2,store_36,2025-04-12,Cover Chicken,Frozen,BudgetMart,1,3.77,Healthy,Sustainable,3.77
txn_109,user_39,store_38,2025-04-12,Stuff Cereal,Dairy,FreshFields,4,4.88,Healthy,Sustainable,19.52
txn_110,user_982,store_18,2025-04-12,After Bread,Dairy,EcoFarm,3,1.17,Healthy,Sustainable,3.51
txn_111,user_213,store_3,2025-04-12,Thus Cereal,Produce,EcoFarm,2,4.62,Healthy,Sustainable,9.24
txn_112,user_584,store_14,2025-04-12,White Apple,Pantry,TastyTreats,1,7.89,Healthy,Unsustainable,7.89
txn_113,user_450,store_7,2025-04-12,Suggest Milk,Dairy,EcoFarm,1,4.44,Unhealthy,Sustainable,4.44
txn_114,user_39,store_39,2025-04-12,Eye Milk,Pantry,FreshFields,2,3.38,Healthy,Sustainable,6.76
txn_115,user_602,store_30,2025-04-12,Never Yogurt,Pantry,BudgetMart,1,4.98,Healthy,Sustainable,4.98
txn_116,user_451,store_22,2025-04-12,Sign Cereal,Beverages,GreenLeaf,4,2.56,Unhealthy,Unsustainable,10.24
txn_117,user_261,store_44,2025-04-12,Get Milk,Produce,EcoFarm,1,1.06,Unhealthy,Sustainable,1.06
txn_118,user_557,store_41,2025-04-12,Themselves Juice,Pantry,GreenLeaf,4,7.77,Unhealthy,Unsustainable,31.08
txn_119,user_741,store_31,2025-04-12,Through Juice,Snacks,FreshFields,2,7.51,Healthy,Unsustainable,15.02
txn_120,user_389,store_42,2025-04-12,Kid Yogurt,Snacks,FreshFields,4,5.7,Unhealthy,Sustainable,22.8
txn_121,user_637,store_46,2025-04-12,Drive Chicken,Beverages,FreshFields,2,3.97,Unhealthy,Unsustainable,7.94
txn_122,user_828,store_15,2025-04-12,Foreign Juice,Frozen,BudgetMart,3,5.19,Unhealthy,Unsustainable,15.57
txn_123,user_245,store_24,2025-04-12,Standard Juice,Seafood,QuickBite,2,6.33,Healthy,Unsustainable,12.66
txn_124,user_993,store_39,2025-04-12,Half Milk,Produce,QuickBite,4,4.36,Unhealthy,Unsustainable,17.44
txn_125,user_485,store_24,2025-04-12,Tough Yogurt,Meat,BudgetMart,2,8.69,Healthy,Sustainable,17.38
txn_126,user_881,store_43,2025-04-12,Else Yogurt,Dairy,BudgetMart,3,3.41,Healthy,Sustainable,10.23
txn_127,user_82,store_41,2025-04-12,Young Yogurt,Beverages,GreenLeaf,4,2.87,Healthy,Sustainable,11.48
txn_128,user_827,store_17,2025-04-12,Huge Chicken,Snacks,BudgetMart,3,3.61,Healthy,Sustainable,10.83
txn_129,user_966,store_7,2025-04-12,Well Juice,Snacks,EcoFarm,2,3.66,Healthy,Sustainable,7.32
txn_130,user_116,store_6,2025-04-12,Outside Juice,Frozen,FreshFields,2,8.19,Healthy,Unsustainable,16.38
txn_131,user_635,store_34,2025-04-12,Away Cereal,Frozen,EcoFarm,1,3.78,Unhealthy,Sustainable,3.78
txn_132,user_586,store_39,2025-04-12,Phone Cereal,Snacks,FreshFields,4,4.75,Unhealthy,Unsustainable,19.0
txn_133,user_220,store_4,2025-04-12,Yeah Yogurt,Pantry,EcoFarm,2,3.77,Healthy,Sustainable,7.54
txn_134,user_433,store_42,2025-04-12,Rock Milk,Beverages,GreenLeaf,1,3.81,Unhealthy,Sustainable,3.81
txn_135,user_994,store_18,2025-04-12,Political Cereal,Snacks,EcoFarm,1,8.05,Healthy,Unsustainable,8.05
txn_136,user_735,store_7,2025-04-12,Peace Juice,Dairy,EcoFarm,2,8.97,Healthy,Sustainable,17.94
txn_137,user_251,store_8,2025-04-12,Rich Cereal,Frozen,TastyTreats,3,4.88,Healthy,Sustainable,14.64
txn_138,user_785,store_26,2025-04-12,Soldier Yogurt,Seafood,GreenLeaf,1,5.71,Unhealthy,Sustainable,5.71
txn_139,user_389,store_34,2025-04-12,Evening Milk,Pantry,EcoFarm,1,8.79,Unhealthy,Sustainable,8.79
txn_140,user_627,store_11,2025-04-12,Believe Bread,Meat,GreenLeaf,3,2.88,Healthy,Sustainable,8.64
txn_141,user_284,store_40,2025-04-12,Through Bread,Bakery,TastyTreats,2,1.54,Unhealthy,Sustainable,3.08
txn_142,user_378,store_12,2025-04-12,Their Cereal,Frozen,EcoFarm,3,5.6,Unhealthy,Sustainable,16.799999999999997
txn_143,user_48,store_45,2025-04-12,Listen Bread,Beverages,GreenLeaf,3,1.39,Unhealthy,Unsustainable,4.17
txn_144,user_89,store_26,2025-04-12,Letter Apple,Snacks,FreshFields,3,4.98,Healthy,Unsustainable,14.940000000000001
txn_145,user_675,store_22,2025-04-12,Almost Milk,Beverages,FreshFields,1,3.96,Healthy,Sustainable,3.96
txn_146,user_409,store_39,2025-04-12,Whom Chicken,Produce,GreenLeaf,3,9.6,Healthy,Sustainable,28.799999999999997
txn_147,user_286,store_27,2025-04-12,Soldier Chicken,Frozen,FreshFields,2,8.21,Healthy,Sustainable,16.42
txn_148,user_654,store_5,2025-04-12,Member Milk,Frozen,GreenLeaf,1,6.02,Healthy,Sustainable,6.02
txn_149,user_138,store_11,2025-04-12,Kind Milk,Dairy,GreenLeaf,4,2.37,Unhealthy,Unsustainable,9.48
txn_150,user_554,store_27,2025-04-12,How Apple,Produce,TastyTreats,4,8.26,Unhealthy,Sustainable,33.04
txn_151,user_201,store_18,2025-04-12,Turn Juice,Produce,BudgetMart,3,6.0,Healthy,Sustainable,18.0
txn_152,user_86,store_25,2025-04-12,She Apple,Beverages,GreenLeaf,4,8.36,Healthy,Sustainable,33.44
txn_153,user_167,store_20,2025-04-12,Company Cereal,Bakery,EcoFarm,4,2.15,Healthy,Unsustainable,8.6
txn_154,user_19,store_8,2025-04-12,Cultural Cereal,Seafood,TastyTreats,3,5.49,Unhealthy,Unsustainable,16.47
txn_155,user_788,store_8,2025-04-12,Democrat Apple,Seafood,GreenLeaf,4,4.28,Healthy,Sustainable,17.12
txn_156,user_919,store_33,2025-04-12,Ahead Apple,Pantry,TastyTreats,1,3.13,Healthy,Sustainable,3.13
txn_157,user_956,store_10,2025-04-12,Artist Yogurt,Frozen,BudgetMart,4,8.12,Unhealthy,Unsustainable,32.48
txn_158,user_577,store_50,2025-04-12,According Milk,Seafood,GreenLeaf,3,4.04,Unhealthy,Unsustainable,12.120000000000001
txn_159,user_401,store_6,2025-04-12,Lose Bread,Beverages,GreenLeaf,2,6.5,Healthy,Unsustainable,13.0
txn_160,user_978,store_8,2025-04-12,Enjoy Juice,Frozen,TastyTreats,4,1.29,Healthy,Unsustainable,5.16
txn_161,user_805,store_39,2025-04-12,Development Cereal,Pantry,GreenLeaf,4,7.64,Unhealthy,Sustainable,30.56
txn_162,user_981,store_20,2025-04-12,Laugh Milk,Seafood,FreshFields,2,6.08,Healthy,Sustainable,12.16
txn_163,user_843,store_45,2025-04-12,World Apple,Produce,EcoFarm,1,3.12,Healthy,Sustainable,3.12
txn_164,user_943,store_14,2025-04-12,Fish Yogurt,Snacks,BudgetMart,3,8.42,Healthy,Sustainable,25.259999999999998
txn_165,user_209,store_26,2025-04-12,Discussion Chicken,Frozen,EcoFarm,1,5.43,Healthy,Sustainable,5.43
txn_166,user_364,store_42,2025-04-12,Eye Bread,Dairy,EcoFarm,3,4.87,Healthy,Sustainable,14.61
txn_167,user_113,store_11,2025-04-12,Two Cereal,Snacks,FreshFields,2,8.89,Healthy,Sustainable,17.78
txn_168,user_619,store_40,2025-04-12,Mouth Milk,Beverages,TastyTreats,2,5.82,Healthy,Sustainable,11.64
txn_169,user_336,store_43,2025-04-12,Success Juice,Beverages,FreshFields,1,6.14,Healthy,Unsustainable,6.14
txn_170,user_78,store_35,2025-04-12,People Bread,Produce,TastyTreats,3,4.83,Healthy,Sustainable,14.49
txn_171,user_437,store_45,2025-04-12,Specific Juice,Produce,QuickBite,2,9.71,Unhealthy,Sustainable,19.42
txn_172,user_711,store_25,2025-04-12,Ask Juice,Dairy,QuickBite,4,8.87,Unhealthy,Sustainable,35.48
txn_173,user_396,store_36,2025-04-12,Lose Juice,Snacks,FreshFields,4,9.05,Unhealthy,Unsustainable,36.2
txn_174,user_618,store_10,2025-04-12,Determine Cereal,Snacks,GreenLeaf,4,1.4,Healthy,Sustainable,5.6
txn_175,user_216,store_45,2025-04-12,Half Bread,Frozen,GreenLeaf,4,7.36,Healthy,Sustainable,29.44
txn_176,user_42,store_18,2025-04-12,These Apple,Pantry,GreenLeaf,2,9.07,Unhealthy,Unsustainable,18.14
txn_177,user_370,store_6,2025-04-12,Type Chicken,Pantry,QuickBite,1,4.65,Healthy,Sustainable,4.65
txn_178,user_627,store_7,2025-04-12,Well Apple,Beverages,EcoFarm,2,7.21,Healthy,Sustainable,14.42
txn_179,user_974,store_34,2025-04-12,About Apple,Dairy,GreenLeaf,1,9.3,Unhealthy,Sustainable,9.3
txn_180,user_833,store_15,2025-04-12,Remain Bread,Dairy,FreshFields,1,2.53,Healthy,Unsustainable,2.53
txn_181,user_876,store_21,2025-04-12,Grow Yogurt,Seafood,EcoFarm,1,4.1,Unhealthy,Unsustainable,4.1
txn_182,user_752,store_18,2025-04-12,Ability Apple,Pantry,FreshFields,1,7.94,Healthy,Sustainable,7.94
txn_183,user_218,store_21,2025-04-12,Especially Bread,Seafood,GreenLeaf,3,6.56,Healthy,Sustainable,19.68
txn_184,user_997,store_23,2025-04-12,Him Chicken,Snacks,EcoFarm,4,7.6,Healthy,Unsustainable,30.4
txn_185,user_677,store_50,2025-04-12,Until Apple,Frozen,TastyTreats,2,1.94,Healthy,Sustainable,3.88
txn_186,user_275,store_17,2025-04-12,Day Milk,Frozen,QuickBite,3,2.46,Unhealthy,Unsustainable,7.38
txn_187,user_755,store_2,2025-04-12,Law Apple,Bakery,TastyTreats,3,6.18,Unhealthy,Sustainable,18.54
txn_188,user_159,store_37,2025-04-12,Be Juice,Dairy,TastyTreats,3,3.08,Healthy,Sustainable,9.24
txn_189,user_503,store_38,2025-04-12,Institution Milk,Seafood,TastyTreats,3,3.0,Unhealthy,Unsustainable,9.0
txn_190,user_875,store_8,2025-04-12,Matter Milk,Dairy,QuickBite,3,7.81,Unhealthy,Sustainable,23.43
txn_191,user_646,store_13,2025-04-12,By Cereal,Dairy,EcoFarm,3,7.61,Unhealthy,Sustainable,22.830000000000002
txn_192,user_848,store_43,2025-04-12,Least Cereal,Meat,QuickBite,1,9.18,Healthy,Sustainable,9.18
txn_193,user_927,store_13,2025-04-12,Mrs Cereal,Seafood,QuickBite,1,9.16,Unhealthy,Unsustainable,9.16
txn_194,user_542,store_37,2025-04-12,Film Cereal,Bakery,QuickBite,1,6.22,Healthy,Sustainable,6.22
txn_195,user_196,store_7,2025-04-12,Fund Cereal,Beverages,EcoFarm,2,7.18,Healthy,Sustainable,14.36
txn_196,user_973,store_1,2025-04-12,Lead Yogurt,Bakery,EcoFarm,3,6.03,Healthy,Sustainable,18.09
txn_197,user_812,store_33,2025-04-12,About Apple,Meat,TastyTreats,1,1.31,Unhealthy,Sustainable,1.31
txn_198,user_774,store_10,2025-04-12,Now Chicken,Beverages,EcoFarm,4,1.98,Unhealthy,Unsustainable,7.92
txn_199,user_332,store_35,2025-04-12,Then Yogurt,Produce,FreshFields,4,4.18,Healthy,Sustainable,16.72
txn_200,user_942,store_48,2025-04-12,Left Yogurt,Produce,GreenLeaf,2,1.89,Healthy,Unsustainable,3.78
txn_201,user_336,store_17,2025-04-12,Must Juice,Frozen,BudgetMart,3,4.74,Healthy,Unsustainable,14.22
txn_202,user_89,store_17,2025-04-12,Accept Bread,Produce,GreenLeaf,3,2.01,Unhealthy,Unsustainable,6.029999999999999
txn_203,user_979,store_41,2025-04-12,Character Chicken,Snacks,QuickBite,2,5.3,Healthy,Sustainable,10.6
txn_204,user_361,store_9,2025-04-12,Education Bread,Snacks,EcoFarm,2,8.5,Healthy,Unsustainable,17.0
txn_205,user_681,store_49,2025-04-12,Forward Juice,Meat,GreenLeaf,1,8.97,Unhealthy,Unsustainable,8.97
txn_206,user_356,store_34,2025-04-12,Wrong Bread,Snacks,QuickBite,1,5.14,Healthy,Unsustainable,5.14
txn_207,user_933,store_37,2025-04-12,Recent Cereal,Produce,GreenLeaf,2,1.48,Healthy,Sustainable,2.96
txn_208,user_548,store_33,2025-04-12,Particularly Yogurt,Bakery,FreshFields,4,4.29,Healthy,Unsustainable,17.16
txn_209,user_324,store_31,2025-04-12,Third Cereal,Bakery,GreenLeaf,4,9.61,Healthy,Sustainable,38.44
txn_210,user_773,store_46,2025-04-12,Edge Milk,Frozen,BudgetMart,4,6.87,Healthy,Unsustainable,27.48
txn_211,user_598,store_48,2025-04-12,New Milk,Frozen,FreshFields,2,6.8,Healthy,Unsustainable,13.6
txn_212,user_661,store_32,2025-04-12,Care Apple,Produce,QuickBite,2,3.54,Healthy,Sustainable,7.08
txn_213,user_477,store_22,2025-04-12,Mention Juice,Dairy,TastyTreats,1,5.2,Unhealthy,Sustainable,5.2
txn_214,user_126,store_17,2025-04-12,Call Chicken,Produce,FreshFields,2,1.98,Unhealthy,Unsustainable,3.96
txn_215,user_261,store_27,2025-04-12,Region Milk,Meat,BudgetMart,3,8.12,Unhealthy,Unsustainable,24.36
txn_216,user_419,store_36,2025-04-12,Large Chicken,Seafood,BudgetMart,2,9.99,Healthy,Sustainable,19.98
txn_217,user_363,store_44,2025-04-12,May Milk,Beverages,FreshFields,1,2.46,Healthy,Sustainable,2.46
txn_218,user_744,store_18,2025-04-12,Probably Bread,Bakery,BudgetMart,4,6.31,Unhealthy,Sustainable,25.24
txn_219,user_361,store_39,2025-04-12,Conference Juice,Seafood,EcoFarm,2,9.98,Healthy,Sustainable,19.96
txn_220,user_954,store_43,2025-04-12,Treat Chicken,Pantry,TastyTreats,1,1.13,Healthy,Unsustainable,1.13
txn_221,user_330,store_40,2025-04-12,But Apple,Seafood,TastyTreats,3,9.27,Healthy,Sustainable,27.81
txn_222,user_95,store_21,2025-04-12,Yet Chicken,Bakery,TastyTreats,1,9.36,Unhealthy,Unsustainable,9.36
txn_223,user_495,store_19,2025-04-12,Grow Bread,Snacks,FreshFields,3,4.15,Healthy,Unsustainable,12.450000000000001
txn_224,user_5,store_16,2025-04-12,Rest Cereal,Frozen,GreenLeaf,1,6.52,Healthy,Sustainable,6.52
txn_225,user_344,store_18,2025-04-12,Skill Chicken,Snacks,TastyTreats,4,6.56,Healthy,Unsustainable,26.24
